"Create_date","OptIn_date","OptOut_date","Email_status"
"08/14/2020 01:42 PM",,,"Unsubscribed"
"10/09/2021 11:30 PM","08/29/2021 09:30 PM","10/09/2021 11:30 PM","Unsubscribed"
"09/27/2020 10:50 PM",,,"Unsubscribed"
"07/14/2021 04:37 PM","08/14/2020 04:52 AM",,"OptIn"
"09/22/2021 05:35 AM",,,"OptOut"
"06/03/2021 04:26 PM","02/17/2020 07:31 AM",,"OptIn"
"02/13/2021 10:22 AM","10/24/2018 04:17 PM",,"OptIn"
"09/21/2020 01:49 AM",,,"Unsubscribed"
"10/11/2021 10:33 AM",,,"OptOut"
"05/28/2021 08:50 PM","01/22/2020 10:37 PM",,"OptIn"
"08/16/2020 11:21 AM",,,"Unsubscribed"
"10/31/2020 11:38 PM","07/26/2017 03:27 AM",,"OptIn"
"07/15/2021 09:24 PM","08/19/2020 10:25 AM","07/15/2021 09:24 PM","Unsubscribed"
"07/23/2021 05:41 AM",,,"Unsubscribed"
"07/24/2020 05:11 AM",,,"OptOut"
"05/14/2021 08:16 PM","11/22/2019 06:45 PM",,"OptIn"
"09/09/2021 07:52 AM","04/18/2021 05:08 AM",,"OptIn"
"06/04/2020 06:28 AM","10/11/2015 11:51 PM",,"OptIn"
"06/18/2021 06:03 PM","04/23/2020 01:39 AM",,"Hard Bounce"
"10/11/2021 02:18 PM","09/05/2021 10:46 PM",,"Hard Bounce"
"09/30/2021 04:13 AM","07/18/2021 03:20 AM",,"OptIn"
"06/04/2021 04:17 PM","02/21/2020 03:31 PM",,"Hard Bounce"
"08/21/2021 08:28 AM","01/25/2021 09:55 AM","08/21/2021 08:28 AM","Unsubscribed"
"05/30/2021 07:38 PM","01/31/2020 10:43 AM",,"OptIn"
"11/22/2020 03:28 AM",,"11/22/2020 03:28 AM","Unsubscribed"
"02/09/2021 06:19 AM",,,"OptOut"
"05/30/2021 09:08 AM","01/29/2020 12:56 PM",,"OptIn"
"02/02/2021 08:05 AM",,,"OptOut"
"05/17/2021 08:55 AM","12/03/2019 07:14 PM",,"OptIn"
"04/18/2020 09:42 PM","03/23/2015 05:38 PM",,"Hard Bounce"
"08/01/2021 07:41 AM",,,"Unsubscribed"
"06/28/2021 11:10 PM","06/06/2020 02:39 PM",,"OptIn"
"07/28/2021 07:01 AM","10/12/2020 12:27 PM",,"OptIn"
"10/16/2020 09:31 AM","05/18/2017 11:23 PM","10/16/2020 09:31 AM","OptOut"
"09/09/2020 04:34 PM","12/09/2016 08:13 PM","09/09/2020 04:34 PM","OptOut"
"06/24/2021 01:45 AM","05/16/2020 06:36 AM",,"OptIn"
"04/03/2021 09:05 PM","05/28/2019 03:41 AM","04/03/2021 09:05 PM","OptOut"
"10/19/2020 01:36 AM","05/30/2017 02:52 PM",,"OptIn"
"08/28/2020 11:18 PM",,,"Unsubscribed"
"08/05/2020 10:13 PM",,,"OptIn"
"03/01/2021 05:02 AM","01/01/2019 10:48 AM","03/01/2021 05:02 AM","OptOut"
"04/19/2021 09:01 AM","08/03/2019 05:49 PM",,"OptIn"
"06/09/2021 06:06 AM","03/12/2020 02:26 PM",,"OptIn"
"10/08/2021 03:24 AM","08/21/2021 09:11 PM",,"OptIn"
"12/27/2020 08:55 PM","03/31/2018 05:59 AM",,"OptIn"
"06/11/2021 12:36 PM","03/22/2020 12:09 PM",,"OptIn"
"08/28/2021 03:43 AM","02/24/2021 01:56 AM",,"OptIn"
"06/23/2020 03:41 PM","01/04/2016 11:50 AM",,"OptIn"
"07/08/2021 06:08 PM","07/19/2020 07:29 AM",,"OptIn"
"08/06/2021 01:24 AM","11/19/2020 05:03 PM",,"OptIn"
"07/09/2021 10:58 PM","07/24/2020 01:12 PM",,"OptIn"
"11/09/2020 10:09 AM","08/31/2017 10:40 PM",,"OptIn"
"02/03/2021 02:18 AM","09/09/2018 02:23 PM",,"OptIn"
"06/13/2020 04:56 PM","11/22/2015 02:34 AM",,"OptIn"
"02/12/2020 11:35 AM","06/07/2014 06:25 AM",,"OptIn"
"08/24/2021 08:31 AM","02/07/2021 12:11 PM",,"OptIn"
"07/03/2021 12:31 PM","06/26/2020 11:38 AM",,"OptIn"
"10/31/2020 08:41 PM","07/25/2017 02:36 PM",,"OptIn"
"03/27/2021 02:35 PM",,,"Unsubscribed"
"07/11/2021 01:29 PM","07/31/2020 01:12 PM",,"Soft Bounce"
"03/12/2020 02:57 PM","10/12/2014 08:37 AM",,"Hard Bounce"
"02/18/2021 12:27 PM","11/15/2018 07:47 PM",,"OptIn"
"08/31/2021 01:40 PM",,,"Unsubscribed"
"12/13/2020 04:22 PM","01/28/2018 07:40 AM",,"OptIn"
"10/20/2021 05:58 AM","10/13/2021 04:25 PM","10/20/2021 05:58 AM","OptOut"
"08/06/2020 03:48 AM",,,"OptIn"
"08/08/2020 02:29 PM",,,"OptIn"
"10/02/2021 07:07 PM",,,"Unsubscribed"
"10/15/2020 12:47 AM",,,"OptOut"
"12/06/2020 12:45 PM","12/28/2017 03:11 AM",,"OptIn"
"06/09/2020 04:14 PM",,,"OptOut"
"06/25/2021 08:39 AM",,,"Unsubscribed"
"08/16/2021 02:36 PM","01/04/2021 05:19 PM",,"OptIn"
"08/02/2020 09:10 PM",,,"Hard Bounce"
"03/12/2021 12:17 PM","02/19/2019 05:50 PM",,"OptIn"
"09/09/2021 03:52 PM","04/19/2021 04:03 PM","09/09/2021 03:52 PM","Unsubscribed"
"12/31/2020 12:55 PM","04/16/2018 05:45 AM","12/31/2020 12:55 PM","Hard Bounce"
"08/28/2021 11:31 PM","02/27/2021 04:17 PM",,"OptIn"
"05/04/2021 01:07 PM","10/08/2019 09:48 PM",,"OptIn"
"11/23/2020 05:34 AM",,,"Hard Bounce"
"03/26/2021 03:47 PM","04/22/2019 11:30 AM",,"Hard Bounce"
"04/17/2021 05:14 AM","07/25/2019 07:59 AM",,"OptIn"
"02/01/2020 05:58 PM","04/21/2014 10:50 AM",,"OptIn"
"01/26/2021 12:06 PM","08/07/2018 11:43 AM","01/26/2021 12:06 PM","Unsubscribed"
"07/10/2020 02:55 PM","03/18/2016 11:55 AM",,"OptIn"
"11/15/2020 04:35 AM","09/26/2017 02:27 AM",,"OptIn"
"12/30/2020 06:27 PM","04/12/2018 09:15 PM",,"OptIn"
"04/29/2021 02:46 PM","09/17/2019 09:39 AM",,"OptIn"
"04/02/2020 09:48 PM",,,"OptIn"
"07/23/2021 01:23 PM","09/21/2020 08:51 PM",,"OptIn"
"05/26/2021 01:05 PM",,"05/26/2021 01:05 PM","Unsubscribed"
"09/01/2021 09:17 AM","03/14/2021 12:55 PM",,"OptIn"
"06/29/2020 05:00 AM","01/28/2016 05:18 PM",,"OptIn"
"09/04/2021 07:22 AM","03/27/2021 06:35 AM",,"OptIn"
"10/13/2021 03:51 PM","09/14/2021 10:51 PM",,"OptIn"
"07/25/2020 10:07 AM",,,"OptOut"
"10/07/2020 01:23 AM","04/08/2017 05:52 AM",,"OptIn"
"09/24/2021 11:08 AM","06/23/2021 05:29 AM",,"Hard Bounce"
"06/14/2021 04:56 PM","04/05/2020 10:05 AM",,"OptIn"
"09/26/2021 04:48 PM","07/02/2021 11:33 PM",,"OptIn"
"10/14/2021 07:09 PM","09/19/2021 09:54 PM","10/14/2021 07:09 PM","OptOut"
"10/22/2020 03:29 AM",,,"Unsubscribed"
"02/18/2021 10:45 AM","11/15/2018 12:21 PM",,"OptIn"
"10/07/2021 01:25 PM","08/19/2021 08:12 AM",,"OptIn"
"03/19/2020 02:01 PM","11/11/2014 04:15 PM",,"Hard Bounce"
"05/07/2021 07:46 AM","10/21/2019 12:31 AM",,"OptIn"
"03/01/2020 01:56 AM",,,"OptOut"
"03/26/2020 05:41 AM","12/10/2014 04:37 PM",,"Hard Bounce"
"02/10/2021 06:59 PM","10/13/2018 03:51 AM",,"OptIn"
"09/07/2020 08:13 AM","11/29/2016 02:27 PM",,"OptIn"
"10/03/2020 07:22 AM","03/22/2017 08:14 PM","10/03/2020 07:22 AM","OptOut"
"09/12/2020 01:34 PM","12/22/2016 09:08 AM",,"OptIn"
"03/18/2021 02:13 PM","03/18/2019 06:17 AM","03/18/2021 02:13 PM","OptOut"
"09/03/2021 10:21 AM","03/23/2021 10:56 AM",,"OptIn"
"08/10/2020 02:25 AM",,,"OptIn"
"09/18/2020 08:02 PM","01/18/2017 05:26 PM",,"Hard Bounce"
"09/08/2021 07:38 AM","04/13/2021 07:25 PM",,"OptIn"
"05/06/2021 04:30 PM","10/18/2019 05:57 AM",,"OptIn"
"07/25/2021 02:56 PM",,,"Unsubscribed"
"04/24/2021 08:48 PM","08/27/2019 04:34 PM",,"OptIn"
"07/07/2020 04:08 AM","03/03/2016 10:53 AM",,"OptIn"
"02/14/2021 07:53 AM","10/28/2018 01:09 PM",,"OptIn"
"05/26/2020 03:16 PM","09/04/2015 08:10 AM",,"OptIn"
"09/30/2020 02:40 AM","03/08/2017 09:43 PM",,"OptIn"
"07/10/2021 05:26 PM","07/27/2020 09:47 PM",,"OptIn"
"07/16/2021 10:39 PM","08/24/2020 12:35 AM",,"OptIn"
"08/28/2021 09:12 AM","02/25/2021 01:51 AM",,"OptIn"
"07/30/2020 09:12 PM",,,"OptIn"
"02/28/2020 05:18 AM","08/14/2014 09:48 PM",,"Hard Bounce"
"02/22/2021 07:00 PM",,"02/22/2021 07:00 PM","Unsubscribed"
"09/07/2021 02:24 AM","04/08/2021 11:57 AM",,"OptIn"
"11/26/2020 02:16 PM","11/14/2017 07:04 PM",,"OptIn"
"06/14/2020 12:39 PM","11/25/2015 04:35 PM",,"OptIn"
"04/18/2020 01:47 AM","03/20/2015 02:45 AM","04/18/2020 01:47 AM","OptOut"
"08/04/2020 07:31 PM",,,"Unsubscribed"
"04/06/2021 12:51 PM","06/08/2019 05:49 PM",,"OptIn"
"12/16/2020 02:20 PM","02/10/2018 12:53 AM",,"OptIn"
"05/12/2021 12:58 PM",,,"OptOut"
"09/19/2020 03:20 PM","01/22/2017 05:37 AM",,"OptIn"
"02/09/2021 10:13 AM",,,"OptOut"
"02/19/2021 09:59 PM","11/21/2018 10:00 PM",,"Hard Bounce"
"10/12/2020 04:51 AM","04/30/2017 04:21 PM",,"OptIn"
"08/23/2020 02:36 PM",,"08/23/2020 02:36 PM","Unsubscribed"
"01/28/2020 12:01 PM","04/02/2014 10:14 PM",,"Hard Bounce"
"03/13/2021 12:40 AM",,,"OptOut"
"07/02/2021 01:41 PM","06/22/2020 08:00 AM",,"OptIn"
"08/03/2021 06:07 PM","11/09/2020 03:55 PM",,"OptIn"
"09/04/2021 04:47 PM","03/29/2021 12:38 AM",,"OptIn"
"06/08/2020 05:46 AM","10/29/2015 06:29 AM",,"OptIn"
"05/30/2021 06:44 AM","01/29/2020 02:31 AM",,"OptIn"
"09/04/2020 09:42 AM","11/16/2016 06:55 PM",,"OptIn"
"06/14/2020 12:29 PM",,,"OptOut"
"04/16/2020 11:35 PM","03/15/2015 08:29 AM","04/16/2020 11:35 PM","Hard Bounce"
"09/29/2020 08:08 AM","03/05/2017 12:57 PM",,"OptIn"
"06/25/2021 08:20 AM","05/21/2020 08:00 PM",,"OptIn"
"06/10/2020 12:32 PM","11/08/2015 05:22 AM",,"OptIn"
"04/14/2020 09:51 AM","03/04/2015 03:15 AM",,"OptIn"
"10/25/2020 06:56 PM","06/29/2017 02:53 AM",,"Soft Bounce"
"07/05/2021 03:06 AM","07/03/2020 11:53 AM","07/05/2021 03:06 AM","OptOut"
"07/17/2021 09:00 AM","08/25/2020 09:42 PM",,"OptIn"
"10/21/2021 11:30 AM",,,"Unsubscribed"
"04/20/2021 08:10 PM",,"04/20/2021 08:10 PM","OptOut"
"03/14/2021 08:54 AM","02/27/2019 08:28 PM",,"OptIn"
"03/27/2020 08:08 PM","12/17/2014 04:21 PM","03/27/2020 08:08 PM","Unsubscribed"
"01/28/2020 09:02 PM",,,"Unsubscribed"
"07/07/2020 11:38 AM","03/04/2016 07:35 PM",,"OptIn"
"04/24/2021 02:54 PM","08/26/2019 02:50 PM",,"OptIn"
"11/05/2020 07:43 PM",,,"Unsubscribed"
"11/23/2020 01:51 PM","11/01/2017 03:18 PM",,"OptIn"
"07/27/2021 02:14 PM","10/09/2020 11:14 AM",,"OptIn"
"07/20/2021 12:03 AM","09/06/2020 08:41 AM",,"OptIn"
"06/14/2021 10:15 AM","04/04/2020 04:57 AM",,"Hard Bounce"
"09/03/2021 10:21 AM","03/23/2021 10:56 AM",,"Hard Bounce"
"11/02/2020 06:25 PM","08/02/2017 10:02 PM",,"OptIn"
"03/14/2021 07:15 AM","02/27/2019 01:14 PM",,"OptIn"
"02/13/2021 11:27 PM","10/27/2018 01:23 AM",,"OptIn"
"10/11/2021 05:14 AM","09/04/2021 07:14 AM","10/11/2021 05:14 AM","OptOut"
"03/12/2020 06:39 AM","10/10/2014 08:26 PM",,"Soft Bounce"
"06/28/2020 04:50 AM","01/24/2016 07:55 AM",,"Hard Bounce"
"09/11/2021 04:18 AM","04/26/2021 06:54 AM",,"Hard Bounce"
"02/24/2021 08:29 AM","12/11/2018 06:28 AM",,"OptIn"
"08/25/2020 12:11 AM","10/02/2016 11:42 AM",,"OptIn"
"12/17/2020 03:42 PM",,"12/17/2020 03:42 PM","Unsubscribed"
"10/05/2021 01:23 PM","08/10/2021 02:42 PM",,"OptIn"
"05/26/2021 06:38 AM","01/11/2020 03:21 PM",,"Hard Bounce"
"04/07/2021 07:09 AM","06/12/2019 01:35 AM",,"OptIn"
"11/18/2020 01:11 AM",,,"OptIn"
"08/18/2021 03:34 AM","01/11/2021 10:33 AM",,"OptIn"
"07/28/2021 11:39 PM","10/15/2020 01:02 PM","07/28/2021 11:39 PM","Unsubscribed"
"05/08/2021 09:53 AM","10/25/2019 06:24 PM",,"OptIn"
"04/17/2020 11:40 PM","03/19/2015 05:33 PM",,"OptIn"
"01/12/2021 11:36 AM","06/07/2018 08:09 AM",,"OptIn"
"10/16/2021 03:20 PM","09/27/2021 10:39 PM",,"OptIn"
"07/23/2021 10:35 AM","09/21/2020 08:39 AM",,"OptIn"
"06/11/2021 06:03 AM","03/21/2020 07:36 AM",,"Soft Bounce"
"01/24/2021 06:13 PM","07/30/2018 09:02 PM",,"OptIn"
"05/20/2020 08:50 PM",,,"Unsubscribed"
"05/20/2021 06:47 AM","12/16/2019 11:56 AM",,"OptIn"
"01/12/2020 03:41 AM",,,"OptOut"
"07/20/2020 02:58 AM","04/28/2016 11:34 PM",,"OptIn"
"08/29/2021 09:23 PM","03/03/2021 03:41 PM",,"OptIn"
"02/06/2021 02:40 PM","09/24/2018 10:21 PM",,"OptIn"
"01/24/2021 08:26 AM","07/29/2018 02:22 AM",,"OptIn"
"08/12/2021 12:00 AM","12/15/2020 03:00 PM","08/12/2021 12:00 AM","OptOut"
"09/13/2021 12:48 PM",,,"Unsubscribed"
"05/18/2021 06:17 AM",,,"Unsubscribed"
"05/16/2021 06:12 AM",,,"OptOut"
"09/01/2020 05:28 PM","11/05/2016 02:48 AM",,"OptIn"
"07/17/2021 03:36 AM",,,"Unsubscribed"
"07/13/2021 06:49 PM","08/10/2020 05:48 AM",,"OptIn"
"11/29/2020 01:12 AM","11/25/2017 12:07 PM",,"Hard Bounce"
"03/29/2020 12:29 AM","12/22/2014 07:59 PM","03/29/2020 12:29 AM","OptOut"
"08/24/2021 12:21 PM","02/08/2021 04:54 AM","08/24/2021 12:21 PM","OptOut"
"01/20/2020 03:43 AM","02/25/2014 11:36 AM",,"OptIn"
"04/02/2021 08:17 PM",,,"OptOut"
"04/01/2021 09:45 AM","05/17/2019 08:54 AM",,"OptIn"
"12/23/2020 09:16 PM","03/13/2018 07:47 PM",,"OptIn"
"09/12/2021 02:57 PM","05/02/2021 02:05 PM",,"OptIn"
"07/04/2021 08:21 PM","07/02/2020 06:27 AM",,"OptIn"
"01/28/2021 06:19 PM","08/17/2018 08:11 AM",,"OptIn"
"12/05/2020 08:27 AM",,,"Unsubscribed"
"08/25/2021 05:34 AM","02/11/2021 07:58 AM",,"OptIn"
"03/05/2020 04:08 AM","09/09/2014 08:46 PM",,"OptIn"
"12/14/2020 06:02 AM","01/30/2018 07:17 PM","12/14/2020 06:02 AM","Hard Bounce"
"06/05/2021 10:28 AM","02/24/2020 10:47 PM",,"OptIn"
"08/08/2021 03:21 PM","11/30/2020 11:12 PM",,"OptIn"
"12/21/2020 03:15 AM","03/01/2018 07:54 PM",,"OptIn"
"02/13/2020 01:06 AM","06/09/2014 05:23 PM",,"OptIn"
"09/19/2021 03:51 PM","06/02/2021 06:40 AM",,"OptIn"
"07/07/2021 09:47 PM","07/15/2020 02:42 PM",,"OptIn"
"08/16/2021 06:11 PM",,,"Unsubscribed"
"06/26/2021 10:13 AM","05/26/2020 12:53 PM",,"OptIn"
"02/12/2020 08:16 PM","06/08/2014 08:15 PM",,"OptIn"
"08/29/2021 09:42 PM","03/03/2021 05:03 PM",,"OptIn"
"07/10/2021 06:13 AM","07/25/2020 08:51 PM","07/10/2021 06:13 AM","OptOut"
"10/18/2021 10:07 PM","10/07/2021 09:32 PM",,"OptIn"
"10/18/2021 08:35 PM","10/07/2021 02:52 PM",,"OptIn"
"05/21/2021 02:06 AM","12/20/2019 12:14 AM",,"OptIn"
"02/08/2021 06:30 PM",,,"Unsubscribed"
"10/10/2021 02:23 PM","09/01/2021 02:26 PM",,"OptIn"
"12/24/2020 07:44 AM","03/15/2018 05:30 PM",,"Hard Bounce"
"08/25/2021 12:24 AM","02/10/2021 09:26 AM",,"OptIn"
"09/12/2021 08:18 PM","05/03/2021 01:22 PM",,"Hard Bounce"
"05/21/2021 05:29 AM","12/20/2019 02:57 PM",,"OptIn"
"05/12/2021 11:01 PM",,,"OptOut"
"11/05/2020 12:28 AM",,,"Unsubscribed"
"10/02/2021 08:02 AM","07/27/2021 01:20 PM",,"OptIn"
"05/04/2021 10:33 AM","10/08/2019 10:37 AM",,"OptIn"
"08/09/2021 10:26 PM",,,"OptOut"
"04/04/2021 07:40 AM","05/30/2019 01:51 AM","04/04/2021 07:40 AM","Unsubscribed"
"06/30/2021 04:54 AM","06/12/2020 12:21 AM",,"OptIn"
"06/17/2021 01:43 PM",,,"OptOut"
"11/29/2020 09:36 AM","11/27/2017 12:44 AM",,"Hard Bounce"
"08/04/2021 10:01 AM","11/12/2020 01:15 PM",,"OptIn"
"04/19/2020 05:20 AM","03/25/2015 02:54 AM",,"OptIn"
"02/02/2021 05:00 AM","09/05/2018 05:28 PM",,"OptIn"
"06/19/2021 05:27 PM","04/27/2020 07:43 AM",,"OptIn"
"02/17/2021 09:56 AM","11/11/2018 12:06 AM",,"OptIn"
"04/06/2021 09:30 PM","06/10/2019 07:29 AM",,"OptIn"
"11/30/2020 02:43 PM","12/02/2017 07:46 AM",,"OptIn"
"04/08/2021 01:16 AM",,,"OptOut"
"06/18/2021 12:42 PM",,,"Unsubscribed"
"02/27/2021 05:53 AM","12/23/2018 09:12 PM",,"OptIn"
"09/03/2021 07:28 PM","03/25/2021 02:41 AM",,"OptIn"
"09/29/2021 07:32 AM","07/14/2021 09:07 AM",,"OptIn"
"12/12/2020 07:50 PM","01/24/2018 02:09 PM",,"OptIn"
"07/16/2021 03:35 PM",,,"Unsubscribed"
"02/29/2020 05:31 PM","08/21/2014 11:43 AM",,"OptIn"
"10/29/2020 11:24 AM",,,"OptOut"
"04/20/2021 10:18 AM","08/08/2019 08:06 AM",,"OptIn"
"08/23/2020 07:52 PM",,,"Unsubscribed"
"10/10/2020 07:29 PM","04/24/2017 02:52 PM",,"OptIn"
"09/07/2020 03:42 PM","11/30/2016 11:06 PM",,"OptIn"
"12/22/2020 09:01 AM",,,"OptOut"
"07/15/2020 11:22 PM",,"07/15/2020 11:22 PM","Unsubscribed"
"04/18/2021 09:56 PM","08/01/2019 05:29 PM",,"OptIn"
"12/04/2020 03:07 AM","12/17/2017 03:53 PM",,"OptIn"
"07/31/2021 12:23 AM","10/24/2020 09:34 AM",,"OptIn"
"05/11/2021 12:08 PM","11/08/2019 05:15 AM",,"Hard Bounce"
"07/26/2021 05:57 AM","10/03/2020 02:26 PM",,"OptIn"
"06/07/2021 05:03 AM",,,"Unsubscribed"
"09/03/2021 05:10 AM","03/22/2021 12:17 PM",,"OptIn"
"04/29/2021 01:25 PM","09/17/2019 03:44 AM",,"Hard Bounce"
"02/15/2021 12:55 PM","11/02/2018 07:45 PM",,"OptIn"
"03/17/2021 03:23 AM","03/11/2019 10:25 PM",,"OptIn"
"04/08/2021 04:02 PM","06/18/2019 01:03 AM",,"OptIn"
"10/06/2021 08:23 AM","08/14/2021 01:33 AM",,"OptIn"
"03/03/2020 03:36 PM",,,"Unsubscribed"
"08/30/2021 04:59 AM","03/05/2021 12:49 AM",,"OptIn"
"09/09/2020 09:51 AM","12/08/2016 02:57 PM",,"OptIn"
"08/08/2020 01:05 PM",,,"OptIn"
"08/30/2021 04:29 PM","03/07/2021 02:58 AM",,"OptIn"
"10/20/2020 08:39 AM",,,"Unsubscribed"
"07/14/2021 03:31 PM","08/14/2020 12:07 AM",,"OptIn"
"01/30/2020 07:19 AM","04/10/2014 07:05 PM","01/30/2020 07:19 AM","OptOut"
"10/13/2020 01:23 PM","05/06/2017 02:16 PM",,"OptIn"
"10/14/2021 06:34 AM","09/17/2021 03:03 PM",,"OptIn"
"06/06/2020 11:52 AM","10/21/2015 04:46 PM",,"Hard Bounce"
"07/12/2021 05:39 AM","08/03/2020 11:44 AM",,"OptIn"
"03/05/2020 05:08 PM","09/12/2014 05:25 AM","03/05/2020 05:08 PM","Unsubscribed"
"08/18/2021 11:38 AM","01/12/2021 09:44 PM","08/18/2021 11:38 AM","OptOut"
"06/16/2021 04:45 PM",,,"OptOut"
"03/14/2021 02:57 AM","02/26/2019 06:29 PM",,"OptIn"
"08/26/2020 09:43 PM","10/10/2016 06:16 PM",,"OptIn"
"12/08/2020 04:15 AM",,,"Unsubscribed"
"10/26/2020 01:06 PM","07/02/2017 10:06 AM",,"OptIn"
"05/09/2021 07:08 PM","10/31/2019 06:26 PM",,"OptIn"
"08/12/2021 04:27 PM",,,"OptOut"
"10/21/2020 02:46 AM","06/08/2017 01:20 PM",,"OptIn"
"08/28/2021 11:54 AM","02/25/2021 01:38 PM",,"OptIn"
"04/03/2021 10:49 PM","05/28/2019 11:13 AM",,"OptIn"
"08/26/2020 08:15 PM","10/10/2016 11:51 AM",,"OptIn"
"09/21/2021 07:32 PM",,,"OptOut"
"06/18/2021 11:21 PM",,,"OptOut"
"01/20/2020 03:15 PM","02/27/2014 01:54 PM",,"OptIn"
"09/12/2020 09:30 PM",,,"OptOut"
"12/23/2020 02:53 AM","03/10/2018 11:36 AM",,"OptIn"
"02/22/2021 10:21 PM",,,"OptOut"
"06/10/2020 08:36 AM","11/07/2015 12:12 PM",,"OptIn"
"06/12/2020 12:55 AM",,,"OptOut"
"04/21/2021 09:34 PM",,,"OptOut"
"05/09/2021 05:27 PM","10/31/2019 11:05 AM",,"OptIn"
"04/12/2021 10:54 AM","07/04/2019 01:19 PM",,"OptIn"
"02/13/2020 07:21 PM","06/13/2014 12:59 AM",,"OptIn"
"06/28/2021 01:22 PM",,,"Unsubscribed"
"02/16/2021 05:17 PM",,,"OptOut"
"10/23/2020 07:21 PM","06/20/2017 07:01 AM",,"OptIn"
"02/14/2021 04:55 AM","10/28/2018 01:12 AM",,"OptIn"
"04/06/2021 05:19 AM","06/07/2019 08:58 AM",,"OptIn"
"12/18/2020 09:47 AM",,,"OptOut"
"10/01/2021 10:22 AM",,"10/01/2021 10:22 AM","Unsubscribed"
"09/09/2020 02:51 PM",,,"Unsubscribed"
"07/07/2021 01:32 AM","07/11/2020 10:26 PM",,"OptIn"
"06/07/2021 06:13 PM","03/06/2020 01:59 AM",,"OptIn"
"07/30/2020 08:46 PM",,,"OptIn"
"11/18/2020 11:06 PM",,,"OptOut"
"12/24/2020 01:14 AM","03/14/2018 01:07 PM",,"Hard Bounce"
"02/08/2021 09:58 AM","10/02/2018 07:11 PM",,"OptIn"
"12/03/2020 08:31 AM","12/14/2017 06:42 AM",,"OptIn"
"12/24/2020 07:45 AM","03/15/2018 05:32 PM",,"OptIn"
"03/30/2021 12:43 AM","05/07/2019 12:11 AM",,"OptIn"
"02/25/2021 03:41 AM","12/14/2018 06:15 PM",,"OptIn"
"12/23/2020 10:55 AM","03/11/2018 10:40 PM",,"OptIn"
"10/31/2020 05:39 AM","07/22/2017 09:01 PM",,"OptIn"
"05/31/2021 03:17 PM",,,"OptOut"
"06/07/2020 11:14 PM","10/28/2015 02:01 AM",,"Hard Bounce"
"06/01/2021 10:29 PM","02/09/2020 04:32 PM","06/01/2021 10:29 PM","OptOut"
"05/24/2021 04:38 AM","01/02/2020 01:15 PM",,"OptIn"
"06/11/2021 12:07 AM","03/20/2020 05:43 AM",,"OptIn"
"01/13/2021 05:12 PM",,"01/13/2021 05:12 PM","Unsubscribed"
"09/13/2021 05:39 PM","05/07/2021 10:28 AM",,"OptIn"
"08/22/2021 10:24 PM","02/01/2021 07:22 AM",,"OptIn"
"01/28/2021 09:21 PM","08/17/2018 09:27 PM",,"Hard Bounce"
"07/16/2020 10:16 PM","04/15/2016 01:03 AM",,"OptIn"
"11/10/2020 07:05 AM","09/04/2017 06:01 PM",,"OptIn"
"10/16/2021 04:42 AM","09/26/2021 12:16 AM",,"OptIn"
"11/28/2020 01:00 PM","11/23/2017 06:57 AM","11/28/2020 01:00 PM","OptOut"
"03/11/2021 12:00 AM","02/13/2019 03:34 AM",,"OptIn"
"07/12/2021 07:06 PM",,,"OptOut"
"05/11/2021 02:55 PM",,,"Unsubscribed"
"09/05/2021 06:47 PM","04/02/2021 06:04 PM",,"Hard Bounce"
"07/08/2021 06:56 AM",,,"Unsubscribed"
"05/29/2021 04:26 PM","01/26/2020 12:08 PM",,"OptIn"
"10/19/2021 01:59 AM","10/08/2021 02:24 PM",,"OptIn"
"04/30/2020 02:44 PM",,,"OptIn"
"05/11/2021 07:18 AM","11/07/2019 08:10 AM",,"OptIn"
"10/01/2020 01:10 AM","03/12/2017 11:54 PM",,"OptIn"
"05/12/2021 12:41 PM","11/12/2019 04:19 PM",,"Hard Bounce"
"08/31/2021 09:51 PM","03/12/2021 11:02 AM",,"Hard Bounce"
"10/20/2021 06:16 PM",,,"Unsubscribed"
"08/12/2021 02:47 PM",,,"OptOut"
"05/09/2021 10:53 PM","11/01/2019 10:46 AM",,"OptIn"
"10/11/2020 07:34 PM","04/28/2017 11:50 PM",,"OptIn"
"11/17/2020 07:02 PM",,,"OptIn"
"10/01/2021 01:52 AM","07/22/2021 01:48 AM",,"OptIn"
"11/09/2020 04:35 AM","08/30/2017 10:23 PM",,"OptIn"
"06/10/2020 04:35 PM","11/08/2015 10:59 PM",,"OptIn"
"09/02/2021 04:09 AM","03/17/2021 11:14 PM",,"OptIn"
"11/13/2020 03:57 AM",,,"OptOut"
"01/24/2021 01:57 PM","07/30/2018 02:27 AM",,"Hard Bounce"
"02/24/2021 02:13 PM",,,"OptOut"
"06/23/2020 02:16 AM","01/02/2016 01:21 AM",,"OptIn"
"07/04/2021 04:16 PM",,,"Unsubscribed"
"09/05/2021 05:44 PM","04/02/2021 01:27 PM",,"Hard Bounce"
"10/10/2021 11:41 PM",,,"Unsubscribed"
"04/05/2021 03:39 PM","06/04/2019 09:22 PM",,"OptIn"
"05/20/2020 07:14 AM","08/07/2015 05:06 PM",,"OptIn"
"08/11/2020 06:04 PM",,,"OptIn"
"09/07/2020 06:53 PM",,"09/07/2020 06:53 PM","Unsubscribed"
"09/05/2021 09:36 AM","04/01/2021 02:00 AM",,"Hard Bounce"
"03/13/2020 07:05 AM",,,"OptOut"
